ma_khach_hang,ho_ten,gioi_tinh,tuoi,ngay_dang_ky,danh_muc_yeu_thich,ma_dia_ly,ma_kenh
CUS0000378,Lê Chi,Female,31,2025-10-24,Cleanser,11,1
CUS0000379,Vũ Hùng,Male,33,2025-04-30,Cleanser,17,2
CUS0000380,Nguyễn Mai,Female,47,2024-05-13,Moisturizer,14,5
CUS0000381,Phạm Minh,Male,47,2023-11-25,Serum,15,2
CUS0000382,Nguyễn An,Female,23,2022-09-28,Serum,15,7
CUS0000383,Phan Vy,Female,23,2022-06-15,Serum,18,7
CUS0000384,Hoàng Trang,Female,16,2024-06-24,Toner,6,2
CUS0000385,Trần Nhung,Female,20,2024-12-18,Serum,18,8
CUS0000386,Nguyễn Phương,Female,34,2025-07-02,Cleanser,17,2
CUS0000387,Hồ Thu,Female,32,2022-12-05,Serum,20,6
CUS0000388,Phạm Nga,Female,44,2025-10-06,Serum,23,8
CUS0000389,Hồ Việt,Male,27,2024-01-19,Serum,7,8
CUS0000390,Lý Diệu,Female,30,2024-08-12,Cleanser,15,7
CUS0000391,Hồ Minh,Male,35,2025-10-16,Cleanser,19,7
CUS0000392,Lê Nga,Female,17,2024-07-30,Cleanser,9,8
CUS0000393,Dương Nga,Female,39,2025-04-01,Toner,14,8
CUS0000394,Lý Linh,Female,25,2022-08-04,Serum,23,3
CUS0000395,Đặng Tài,Male,16,2024-12-21,Moisturizer,7,7
CUS0000396,Nguyễn An,Female,25,2025-04-02,Serum,9,6
CUS0000397,Đặng Lan,Female,27,2025-09-29,Sunscreen,12,8
CUS0000398,Phan Hoa,Female,30,2023-04-30,Serum,2,7
CUS0000399,Ngô Trang,Female,17,2025-03-15,Cleanser,8,5
CUS0000400,Hồ Nam,Male,33,2024-03-19,Toner,7,7
CUS0000401,Dương Phương,Female,25,2024-06-27,Toner,8,3
CUS0000402,Hoàng Hà,Female,23,2025-12-20,Serum,14,6
CUS0000403,Đỗ Bảo,Female,27,2025-10-10,Sunscreen,23,6
CUS0000404,Phạm Quân,Male,32,2024-05-08,Sunscreen,17,5
CUS0000405,Hoàng Hương,Female,27,2023-09-20,Cleanser,14,2
CUS0000406,Phan Hoa,Female,27,2025-12-03,Sunscreen,7,7
CUS0000407,Dương Linh,Female,29,2024-02-24,Moisturizer,11,7
CUS0000408,Đặng Lan,Female,35,2024-04-23,Sunscreen,15,7
CUS0000409,Hồ Tuấn,Male,27,2024-10-17,Serum,10,3
CUS0000410,Lê Nga,Female,35,2023-02-17,Moisturizer,20,7
CUS0000411,Vũ Vy,Female,26,2023-09-28,Cleanser,8,7
CUS0000412,Phạm Chi,Female,18,2025-11-29,Moisturizer,10,2
CUS0000413,Hồ Tuấn,Male,31,2023-05-30,Serum,8,1
CUS0000414,Phạm Minh,Male,26,2024-05-01,Serum,3,2
CUS0000415,Đỗ Phương,Female,34,2023-07-28,Serum,10,1
CUS0000416,Đỗ Linh,Female,31,2023-12-22,Sunscreen,12,7
CUS0000417,Phạm Việt,Male,16,2025-02-05,Toner,7,2
CUS0000418,Dương Nga,Female,19,2022-09-28,Serum,12,2
CUS0000419,Hồ Nhung,Female,32,2024-11-12,Serum,20,8
CUS0000420,Nguyễn Nhung,Female,33,2025-04-18,Cleanser,17,8
CUS0000421,Đặng Vy,Female,24,2024-07-23,Sunscreen,23,3
CUS0000422,Đặng Thảo,Female,21,2025-11-05,Sunscreen,8,7
CUS0000423,Bùi Phương,Female,27,2024-11-30,Cleanser,11,3
CUS0000424,Lê Hải,Male,22,2024-09-23,Cleanser,7,8
CUS0000425,Hồ Nam,Male,28,2023-02-04,Serum,23,7
CUS0000426,Ngô Anh,Male,39,2022-12-29,Sunscreen,23,2
CUS0000427,Trần Ngọc,Female,31,2024-02-14,Moisturizer,3,7
CUS0000428,Hoàng Bình,Male,25,2025-09-16,Sunscreen,22,7
CUS0000429,Phạm Hoa,Female,38,2022-01-15,Serum,12,7
CUS0000430,Vũ Hà,Female,20,2024-09-09,Moisturizer,20,1
CUS0000431,Dương Nga,Female,18,2023-12-14,Cleanser,7,5
CUS0000432,Lê Dũng,Male,23,2022-04-03,Moisturizer,7,8
CUS0000433,Lý Thu,Female,25,2025-10-18,Moisturizer,11,8
CUS0000434,Đặng Chi,Female,16,2025-03-25,Serum,23,7
CUS0000435,Ngô Thảo,Female,27,2024-06-10,Moisturizer,13,5
CUS0000436,Bùi Minh,Male,34,2025-04-17,Sunscreen,17,4
CUS0000437,Dương Hương,Female,36,2024-09-02,Moisturizer,6,3
CUS0000438,Đặng Hoa,Female,35,2023-07-21,Serum,7,2
CUS0000439,Trần Dũng,Male,24,2025-04-13,Serum,23,8
CUS0000440,Dương Lan,Female,30,2024-06-30,Moisturizer,8,7
CUS0000441,Phạm Nga,Female,35,2025-11-23,Sunscreen,3,8
CUS0000442,Hoàng Diệu,Female,22,2025-11-01,Sunscreen,6,8
CUS0000443,Trần An,Female,30,2025-05-04,Serum,7,6
CUS0000444,Hoàng An,Female,20,2025-10-19,Cleanser,17,3
CUS0000445,Bùi Anh,Male,35,2023-08-22,Cleanser,22,5
CUS0000446,Bùi Hà,Female,27,2025-12-03,Sunscreen,17,7
CUS0000447,Hoàng Chi,Female,28,2022-04-22,Toner,16,6
CUS0000448,Trần Nam,Male,37,2024-05-29,Sunscreen,16,2
CUS0000449,Bùi Chi,Female,31,2023-02-11,Serum,8,7
CUS0000450,Trần Linh,Female,28,2022-07-09,Cleanser,20,3
CUS0000451,Ngô Nhung,Female,43,2025-06-07,Toner,11,7
CUS0000452,Đặng Diệu,Female,32,2023-01-26,Sunscreen,13,7
CUS0000453,Đặng Hương,Female,19,2025-04-29,Moisturizer,11,8
CUS0000454,Dương Bảo,Female,32,2024-05-18,Moisturizer,8,2
CUS0000455,Hoàng Nhung,Female,34,2024-10-01,Sunscreen,10,1
CUS0000456,Ngô Nga,Female,43,2024-10-19,Serum,3,4
CUS0000457,Vũ Mai,Female,34,2024-01-15,Serum,15,7
CUS0000458,Phạm Vy,Female,30,2023-08-08,Serum,7,8
CUS0000459,Hoàng Hùng,Male,42,2023-06-25,Serum,19,2
CUS0000460,Nguyễn Nhung,Female,16,2024-05-11,Sunscreen,19,1
CUS0000461,Vũ Phương,Female,23,2023-10-22,Serum,23,5
CUS0000462,Đỗ Hà,Female,25,2022-12-01,Cleanser,16,7
CUS0000463,Hồ Hà,Female,24,2025-11-05,Toner,2,2
CUS0000464,Lý Hải,Male,18,2022-05-16,Serum,20,8
CUS0000465,Hoàng Long,Male,20,2022-06-18,Moisturizer,7,7
CUS0000466,Đỗ Thu,Female,43,2023-06-28,Sunscreen,22,1
CUS0000467,Vũ Minh,Male,16,2025-03-22,Sunscreen,8,7
CUS0000468,Đỗ Hải,Male,27,2024-09-05,Sunscreen,10,8
CUS0000469,Hoàng Trang,Female,37,2024-09-12,Serum,23,1
CUS0000470,Dương Hương,Female,38,2022-05-31,Sunscreen,23,1
CUS0000471,Đỗ Minh,Male,25,2024-08-20,Moisturizer,23,8
CUS0000472,Hoàng Minh,Male,29,2023-07-08,Sunscreen,22,4
CUS0000473,Bùi Long,Male,29,2025-08-07,Serum,16,7
CUS0000474,Bùi Thu,Female,16,2024-12-13,Cleanser,16,8
CUS0000475,Bùi Khoa,Male,31,2024-10-01,Toner,3,7
CUS0000476,Phan Thảo,Female,22,2025-11-16,Toner,8,7
CUS0000477,Đặng Ngọc,Female,29,2024-10-13,Cleanser,11,3
CUS0000478,Nguyễn Chi,Female,20,2023-06-23,Cleanser,8,8
CUS0000479,Ngô Phương,Female,20,2023-05-08,Cleanser,17,2
CUS0000480,Phan Tuấn,Male,20,2025-02-19,Cleanser,8,3
CUS0000481,Hoàng Thu,Female,34,2023-02-07,Serum,16,2
CUS0000482,Đỗ Hà,Female,16,2022-06-17,Toner,11,8
CUS0000483,Dương Hùng,Male,27,2024-03-28,Toner,18,8
CUS0000484,Trần Vy,Female,32,2025-03-28,Sunscreen,23,2
CUS0000485,Lý Ngọc,Female,35,2025-05-06,Cleanser,9,7
CUS0000486,Đỗ Đức,Male,19,2022-08-09,Sunscreen,15,7
CUS0000487,Trần Vy,Female,22,2024-09-29,Serum,16,2
CUS0000488,Phạm Đức,Male,31,2024-05-26,Cleanser,1,2
CUS0000489,Lê An,Female,22,2025-11-08,Cleanser,23,7
CUS0000490,Lý Hà,Female,32,2025-10-16,Cleanser,8,5
CUS0000491,Vũ Tài,Male,28,2025-02-16,Serum,10,5
CUS0000492,Trần Chi,Female,19,2023-07-16,Moisturizer,16,7
CUS0000493,Hoàng Lan,Female,27,2025-01-29,Serum,11,7
CUS0000494,Vũ Bảo,Female,20,2024-02-06,Serum,10,2
CUS0000495,Phạm Trang,Female,52,2024-06-04,Serum,15,2
CUS0000496,Đỗ Thu,Female,29,2025-08-09,Sunscreen,17,7
CUS0000497,Đỗ Nhung,Female,22,2024-09-22,Serum,10,8
CUS0000498,Hồ An,Female,20,2024-12-13,Moisturizer,16,7
CUS0000499,Lý Phúc,Male,31,2024-11-16,Sunscreen,15,8
CUS0000500,Hồ Hùng,Male,32,2022-10-19,Cleanser,3,8
CUS0000501,Lê Linh,Female,30,2022-02-24,Moisturizer,23,7
CUS0000502,Bùi An,Female,33,2023-09-11,Sunscreen,11,8
CUS0000503,Hồ Thảo,Female,16,2023-03-15,Serum,20,5
CUS0000504,Vũ Linh,Female,16,2025-10-13,Sunscreen,3,6
CUS0000505,Đỗ Phương,Female,30,2023-01-30,Cleanser,16,2
CUS0000506,Nguyễn Nga,Female,32,2023-09-02,Serum,11,6
CUS0000507,Lê Vy,Female,16,2022-12-18,Serum,17,8
CUS0000508,Lê Quân,Male,17,2022-08-03,Serum,12,8
CUS0000509,Lý Hoa,Female,20,2024-07-31,Sunscreen,11,7
CUS0000510,Đỗ Nhung,Female,28,2023-11-06,Toner,11,7
CUS0000511,Hồ An,Female,23,2023-09-24,Moisturizer,3,6
CUS0000512,Đỗ Tuấn,Male,29,2024-12-21,Serum,11,5
CUS0000513,Đặng Anh,Male,30,2022-05-10,Toner,8,8
CUS0000514,Đặng Trang,Female,21,2025-11-30,Serum,19,3
CUS0000515,Lê Hà,Female,40,2022-08-17,Sunscreen,19,7
CUS0000516,Đặng Anh,Male,29,2025-03-07,Toner,23,8
CUS0000517,Vũ Hà,Female,20,2025-05-07,Serum,20,7
CUS0000518,Lý Trang,Female,40,2024-02-28,Sunscreen,23,6
CUS0000519,Hoàng Chi,Female,21,2025-03-28,Cleanser,6,7
CUS0000520,Hoàng Anh,Male,18,2025-12-29,Serum,7,7
CUS0000521,Phạm Hải,Male,30,2022-04-23,Sunscreen,20,4
CUS0000522,Vũ Linh,Female,35,2024-05-25,Serum,4,2
CUS0000523,Vũ Lan,Female,22,2025-06-15,Moisturizer,20,2
CUS0000524,Đặng Nhung,Female,40,2025-01-05,Sunscreen,23,7
CUS0000525,Ngô Diệu,Female,32,2023-11-30,Moisturizer,20,8
CUS0000526,Phan Linh,Female,24,2025-08-20,Moisturizer,20,5
CUS0000527,Lý Hùng,Male,37,2023-08-31,Serum,13,8
CUS0000528,Phan An,Female,27,2025-06-06,Serum,12,6
CUS0000529,Lê Nam,Male,24,2025-12-23,Serum,2,8
CUS0000530,Dương Nhung,Female,34,2024-02-29,Moisturizer,19,4
CUS0000531,Ngô Nhung,Female,19,2024-12-25,Sunscreen,3,1
CUS0000532,Dương Bảo,Female,42,2024-12-30,Serum,16,7
CUS0000533,Dương Thu,Female,26,2023-07-08,Toner,15,2
CUS0000534,Trần Long,Male,16,2025-11-10,Serum,8,8
CUS0000535,Hoàng Diệu,Female,34,2023-09-29,Toner,17,5
CUS0000536,Trần An,Female,25,2024-08-15,Cleanser,5,2
CUS0000537,Hồ Vy,Female,20,2025-07-29,Toner,15,8
CUS0000538,Trần Bình,Male,22,2025-03-04,Sunscreen,10,6
CUS0000539,Vũ Hương,Female,29,2023-02-10,Toner,15,2
CUS0000540,Bùi Hà,Female,31,2025-09-07,Sunscreen,23,5
CUS0000541,Phan Bảo,Female,26,2024-04-30,Serum,7,7
CUS0000542,Vũ Thu,Female,23,2024-02-15,Serum,14,7
CUS0000543,Vũ Lan,Female,35,2023-11-18,Toner,19,2
CUS0000544,Phạm Diệu,Female,16,2023-04-13,Sunscreen,20,2
CUS0000545,Lê Ngọc,Female,35,2022-03-10,Serum,8,8
CUS0000546,Lý Chi,Female,23,2023-03-27,Cleanser,20,8
CUS0000547,Dương Khoa,Male,16,2024-01-01,Moisturizer,18,2
CUS0000548,Dương Nam,Male,22,2022-10-01,Serum,10,7
CUS0000549,Hoàng Thu,Female,51,2023-06-26,Serum,20,8
CUS0000550,Phạm Hương,Female,39,2023-08-01,Sunscreen,7,7
CUS0000551,Hồ Vy,Female,17,2024-01-24,Serum,11,2
CUS0000552,Dương Long,Male,16,2025-02-09,Serum,22,2
CUS0000553,Ngô Phương,Female,23,2024-04-21,Toner,15,7
CUS0000554,Trần Hà,Female,26,2024-10-29,Sunscreen,8,3
CUS0000555,Phan Phương,Female,26,2024-01-03,Toner,17,7
CUS0000556,Nguyễn Nga,Female,48,2024-01-21,Serum,7,2
CUS0000557,Vũ Thu,Female,27,2024-03-06,Serum,15,8
CUS0000558,Trần Phương,Female,36,2022-07-14,Serum,17,7
CUS0000559,Phan Diệu,Female,32,2024-05-07,Toner,11,2
CUS0000560,Nguyễn Khoa,Male,29,2023-07-28,Serum,13,1
CUS0000561,Đặng Hùng,Male,34,2023-12-21,Cleanser,15,7
CUS0000562,Bùi Diệu,Female,41,2024-08-15,Toner,7,7
CUS0000563,Bùi Bảo,Female,38,2025-09-21,Serum,10,2
CUS0000564,Lê Phương,Female,34,2025-06-04,Moisturizer,8,2
CUS0000565,Dương Trang,Female,29,2024-08-15,Serum,12,8
CUS0000566,Lý Mai,Female,29,2024-07-06,Moisturizer,10,6
CUS0000567,Lê Ngọc,Female,34,2023-02-23,Serum,18,2
CUS0000568,Hoàng Trang,Female,39,2023-08-20,Sunscreen,7,2
CUS0000569,Dương Cường,Male,31,2024-05-25,Cleanser,23,7
CUS0000570,Hoàng Dũng,Male,29,2024-04-10,Serum,16,5
CUS0000571,Hồ Ngọc,Female,25,2023-08-12,Sunscreen,11,7
CUS0000572,Ngô Vy,Female,30,2025-04-15,Toner,23,3
CUS0000573,Đỗ Khoa,Male,31,2025-03-07,Moisturizer,23,6
CUS0000574,Hồ Hải,Male,36,2024-01-05,Sunscreen,17,5
CUS0000575,Vũ Mai,Female,16,2024-04-06,Serum,16,5
CUS0000576,Bùi Trang,Female,23,2024-10-27,Cleanser,7,8
CUS0000577,Trần Bảo,Female,22,2025-03-22,Serum,8,8
CUS0000578,Đỗ Anh,Male,16,2024-02-07,Toner,6,7
CUS0000579,Phạm Bảo,Female,16,2024-04-28,Moisturizer,22,2
CUS0000580,Lý Thảo,Female,27,2024-02-23,Sunscreen,17,7
CUS0000581,Lý Trang,Female,28,2023-09-11,Sunscreen,16,7
CUS0000582,Lý Hương,Female,28,2023-12-31,Sunscreen,10,7
CUS0000583,Phạm An,Female,25,2022-11-17,Cleanser,8,2
CUS0000584,Lê Chi,Female,41,2022-11-24,Cleanser,7,8
CUS0000585,Bùi Hải,Male,22,2025-11-24,Sunscreen,11,7
CUS0000586,Phạm Phương,Female,33,2025-05-08,Cleanser,11,2
CUS0000587,Phan Nga,Female,39,2025-07-01,Moisturizer,1,6
CUS0000588,Hoàng Mai,Female,30,2024-04-14,Cleanser,10,7
CUS0000589,Hoàng Thu,Female,34,2024-08-03,Serum,11,8
CUS0000590,Nguyễn Sơn,Male,16,2023-02-07,Sunscreen,18,7
CUS0000591,Phan Nhung,Female,19,2023-04-04,Sunscreen,16,7
CUS0000592,Trần An,Female,32,2023-08-11,Serum,8,5
CUS0000593,Ngô Linh,Female,32,2024-07-08,Cleanser,13,3
CUS0000594,Nguyễn Bình,Male,27,2025-10-02,Cleanser,12,6
CUS0000595,Dương Chi,Female,39,2024-04-11,Serum,3,8
CUS0000596,Lý Phương,Female,43,2025-03-24,Serum,3,6
CUS0000597,Lê Phương,Female,28,2025-04-16,Cleanser,7,7
CUS0000598,Nguyễn Nga,Female,26,2025-10-21,Moisturizer,15,6
CUS0000599,Hồ Thu,Female,45,2022-08-04,Cleanser,10,5
CUS0000600,Đặng Phương,Female,16,2023-10-02,Serum,6,8
CUS0000601,Phạm Tuấn,Male,34,2025-07-03,Serum,18,2
CUS0000602,Đặng Long,Male,39,2022-07-22,Cleanser,6,8
CUS0000603,Ngô Hương,Female,16,2024-03-25,Sunscreen,23,7
CUS0000604,Nguyễn Thảo,Female,19,2022-01-26,Serum,17,2
CUS0000605,Lý An,Female,16,2023-03-21,Sunscreen,23,5
CUS0000606,Ngô Diệu,Female,39,2022-06-06,Serum,16,2
CUS0000607,Trần Hà,Female,26,2023-05-19,Cleanser,5,7
CUS0000608,Vũ Chi,Female,28,2025-02-02,Serum,17,7
CUS0000609,Hồ Nga,Female,30,2023-12-25,Sunscreen,17,8
CUS0000610,Phan Trang,Female,21,2025-10-08,Toner,15,3
CUS0000611,Phạm Nhung,Female,30,2024-10-01,Cleanser,10,8
CUS0000612,Đặng Hà,Female,37,2024-08-01,Moisturizer,5,7
CUS0000613,Bùi Chi,Female,24,2024-03-12,Serum,6,7
CUS0000614,Lý Hoa,Female,25,2023-11-17,Cleanser,17,7
CUS0000615,Lê Diệu,Female,35,2024-09-02,Serum,3,3
CUS0000616,Lý Thảo,Female,22,2025-11-21,Serum,15,7
CUS0000617,Đỗ Ngọc,Female,18,2023-03-13,Serum,23,6
CUS0000618,Lê Hải,Male,26,2024-09-27,Serum,11,8
CUS0000619,Nguyễn Vy,Female,19,2025-07-05,Serum,20,3
CUS0000620,Vũ Thảo,Female,37,2024-11-02,Serum,8,7
CUS0000621,Bùi Ngọc,Female,28,2023-12-23,Sunscreen,8,7
CUS0000622,Trần Ngọc,Female,19,2025-07-14,Serum,7,2
CUS0000623,Phạm Thu,Female,32,2022-07-05,Serum,16,2
CUS0000624,Lý An,Female,28,2023-01-12,Toner,8,8
CUS0000625,Đỗ Hoa,Female,16,2025-08-02,Toner,6,5
CUS0000626,Trần Ngọc,Female,33,2024-01-01,Moisturizer,14,1
CUS0000627,Bùi Nga,Female,39,2025-09-09,Moisturizer,17,8
CUS0000628,Phạm An,Female,30,2025-09-22,Moisturizer,3,2
CUS0000629,Đỗ An,Female,31,2025-05-06,Toner,16,3
CUS0000630,Hồ Ngọc,Female,16,2022-03-08,Moisturizer,3,6
CUS0000631,Trần Bảo,Female,25,2025-01-27,Sunscreen,16,8
CUS0000632,Phan Lan,Female,26,2025-08-17,Serum,7,6
CUS0000633,Phan Đức,Male,29,2024-05-22,Cleanser,13,2
CUS0000634,Hoàng Linh,Female,28,2025-09-12,Cleanser,22,7
CUS0000635,Đỗ Long,Male,16,2024-07-01,Serum,20,2
CUS0000636,Đặng Nhung,Female,17,2025-02-06,Cleanser,16,2
CUS0000637,Phan Hà,Female,25,2022-10-23,Serum,2,5
CUS0000638,Hồ Phương,Female,36,2023-12-06,Sunscreen,19,7
CUS0000639,Phan Trang,Female,30,2024-01-12,Sunscreen,5,8
CUS0000640,Dương Hương,Female,19,2022-11-25,Cleanser,9,8
CUS0000641,Lê Thảo,Female,38,2025-04-15,Sunscreen,17,3
CUS0000642,Bùi Ngọc,Female,23,2023-01-29,Serum,7,8
CUS0000643,Ngô Hương,Female,40,2024-03-21,Sunscreen,7,3
CUS0000644,Hồ Trang,Female,24,2024-01-18,Cleanser,11,7
CUS0000645,Ngô Thảo,Female,27,2025-11-24,Cleanser,18,7
CUS0000646,Trần An,Female,22,2024-08-11,Serum,7,3
CUS0000647,Phạm Sơn,Male,19,2022-02-11,Moisturizer,7,8
CUS0000648,Bùi Nga,Female,20,2023-02-28,Moisturizer,12,8
CUS0000649,Hồ Nhung,Female,21,2024-10-27,Cleanser,22,7
CUS0000650,Dương Phương,Female,30,2025-05-15,Serum,2,1
CUS0000651,Đỗ Bảo,Female,28,2022-07-27,Serum,10,2
CUS0000652,Dương Thu,Female,16,2025-12-14,Moisturizer,20,7
CUS0000653,Phan Hoa,Female,16,2024-01-06,Cleanser,3,7
CUS0000654,Dương An,Female,30,2024-08-29,Toner,14,7
CUS0000655,Đặng Hà,Female,23,2022-01-06,Toner,23,4
CUS0000656,Bùi Nhung,Female,26,2023-01-23,Sunscreen,16,8
CUS0000657,Dương Trang,Female,46,2025-08-04,Serum,14,3
CUS0000658,Trần Ngọc,Female,16,2024-08-14,Sunscreen,14,2
CUS0000659,Đỗ Hà,Female,19,2025-11-02,Toner,14,2
CUS0000660,Phan Việt,Male,33,2023-09-24,Moisturizer,15,7
CUS0000661,Trần Vy,Female,38,2022-11-30,Sunscreen,3,8
CUS0000662,Hồ Trang,Female,22,2025-03-01,Cleanser,10,2
CUS0000663,Bùi Bình,Male,29,2024-03-30,Serum,22,2
CUS0000664,Hồ Phương,Female,30,2024-04-11,Moisturizer,23,2
CUS0000665,Dương Thảo,Female,18,2023-12-17,Serum,3,5
CUS0000666,Vũ Dũng,Male,27,2024-11-01,Moisturizer,1,5
CUS0000667,Hoàng Phúc,Male,35,2025-06-13,Moisturizer,16,7
CUS0000668,Nguyễn Anh,Male,28,2022-12-09,Sunscreen,10,7
CUS0000669,Bùi Minh,Male,37,2023-12-04,Sunscreen,11,7
CUS0000670,Bùi Việt,Male,20,2025-05-28,Toner,4,7
CUS0000671,Vũ Lan,Female,28,2022-10-17,Sunscreen,23,1
CUS0000672,Phạm Hương,Female,54,2023-11-11,Serum,16,7
CUS0000673,Ngô Bảo,Female,28,2023-06-19,Serum,20,3
CUS0000674,Hoàng Nhung,Female,41,2025-04-10,Moisturizer,19,5
CUS0000675,Nguyễn Vy,Female,32,2025-02-11,Cleanser,7,7
CUS0000676,Vũ Hoa,Female,31,2022-05-19,Toner,7,8
CUS0000677,Nguyễn Bảo,Female,30,2023-11-28,Sunscreen,23,7
CUS0000678,Ngô Long,Male,41,2023-05-19,Serum,15,8
CUS0000679,Hồ Mai,Female,28,2025-09-02,Serum,23,7
CUS0000680,Hồ Nga,Female,26,2024-05-31,Serum,16,2
CUS0000681,Đỗ Hương,Female,36,2025-01-11,Cleanser,11,6
CUS0000682,Lý Thu,Female,29,2024-12-13,Sunscreen,15,5
CUS0000683,Vũ Đức,Male,16,2025-06-03,Cleanser,15,8
CUS0000684,Hoàng Thu,Female,20,2024-08-26,Cleanser,10,8
CUS0000685,Đặng Nam,Male,40,2025-06-28,Cleanser,6,8
CUS0000686,Hoàng Diệu,Female,16,2024-09-10,Cleanser,9,6
CUS0000687,Nguyễn Mai,Female,39,2024-11-13,Serum,16,7
CUS0000688,Trần Hoa,Female,31,2025-08-06,Toner,10,7
CUS0000689,Phan Nga,Female,31,2024-07-03,Serum,22,7
CUS0000690,Ngô Ngọc,Female,35,2025-07-07,Serum,23,2
CUS0000691,Phạm Thảo,Female,35,2023-05-01,Sunscreen,15,5
CUS0000692,Phan Linh,Female,16,2024-02-06,Cleanser,5,7
CUS0000693,Hồ Việt,Male,28,2024-04-05,Toner,7,5
CUS0000694,Ngô Phương,Female,29,2024-11-05,Cleanser,7,8
CUS0000695,Lý Nga,Female,35,2025-09-24,Cleanser,17,7
CUS0000696,Hoàng Chi,Female,28,2025-04-10,Cleanser,1,7
CUS0000697,Phan Mai,Female,25,2024-10-26,Sunscreen,17,7
CUS0000698,Bùi Vy,Female,23,2023-12-29,Serum,3,3
CUS0000699,Bùi Nga,Female,32,2025-07-02,Serum,2,2
CUS0000700,Bùi Hà,Female,26,2023-06-20,Moisturizer,10,4
CUS0000701,Đặng Vy,Female,29,2025-03-23,Serum,16,7
CUS0000702,Lê Lan,Female,21,2024-12-07,Serum,17,8
CUS0000703,Vũ Lan,Female,20,2024-11-21,Cleanser,3,3
CUS0000704,Bùi Chi,Female,20,2025-07-17,Cleanser,15,2
CUS0000705,Vũ Việt,Male,40,2025-10-11,Serum,7,2
CUS0000706,Lý Chi,Female,27,2025-03-09,Serum,18,5
CUS0000707,Nguyễn Bảo,Female,36,2025-12-14,Moisturizer,8,2
CUS0000708,Vũ Khoa,Male,35,2023-08-21,Sunscreen,17,5
CUS0000709,Phạm Phương,Female,25,2025-02-25,Serum,21,7
CUS0000710,Ngô Ngọc,Female,39,2023-07-04,Sunscreen,20,8
CUS0000711,Lý Hải,Male,25,2022-08-05,Serum,10,8
CUS0000712,Lê Diệu,Female,29,2025-02-20,Serum,6,7
CUS0000713,Bùi Trang,Female,28,2025-01-14,Cleanser,23,8
CUS0000714,Phạm Hùng,Male,19,2022-11-13,Serum,21,5
CUS0000715,Lê Thảo,Female,25,2025-09-02,Sunscreen,15,8
CUS0000716,Lê Trang,Female,36,2025-01-30,Moisturizer,9,7
CUS0000717,Nguyễn Nga,Female,24,2022-08-13,Serum,15,8
CUS0000718,Ngô Mai,Female,16,2025-01-15,Serum,8,2
CUS0000719,Hồ Quân,Male,28,2023-08-06,Cleanser,13,3
CUS0000720,Trần Thu,Female,20,2025-06-27,Moisturizer,19,7
CUS0000721,Lê Trang,Female,17,2022-02-11,Sunscreen,22,6
CUS0000722,Đỗ Hoa,Female,35,2024-03-15,Sunscreen,8,8
CUS0000723,Hồ Minh,Male,34,2022-02-14,Cleanser,8,2
CUS0000724,Đặng Vy,Female,27,2025-05-09,Sunscreen,22,6
CUS0000725,Dương An,Female,22,2024-10-25,Moisturizer,21,7
CUS0000726,Lê Lan,Female,39,2023-07-12,Cleanser,21,8
CUS0000727,Vũ Anh,Male,35,2023-10-25,Serum,8,7
CUS0000728,Phan Thảo,Female,45,2025-06-23,Sunscreen,17,6
CUS0000729,Vũ Nga,Female,23,2024-06-27,Cleanser,15,8
CUS0000730,Hoàng Trang,Female,23,2024-05-04,Sunscreen,15,1
CUS0000731,Phan Mai,Female,21,2024-09-21,Sunscreen,23,5
CUS0000732,Hoàng Sơn,Male,25,2023-07-20,Sunscreen,2,5
CUS0000733,Dương Trang,Female,32,2025-07-18,Serum,3,2
CUS0000734,Ngô Mai,Female,44,2025-09-27,Sunscreen,16,2
CUS0000735,Đặng Hùng,Male,26,2023-03-12,Cleanser,2,7
CUS0000736,Trần Bảo,Female,31,2024-01-13,Serum,20,2
CUS0000737,Vũ Sơn,Male,30,2023-03-11,Cleanser,23,4
CUS0000738,Đỗ Vy,Female,31,2024-12-27,Sunscreen,14,7
CUS0000739,Bùi Vy,Female,29,2024-07-09,Sunscreen,8,5
CUS0000740,Dương Lan,Female,37,2024-08-10,Cleanser,2,7
CUS0000741,Bùi An,Female,33,2025-10-15,Serum,3,3
CUS0000742,Nguyễn Bình,Male,30,2022-11-18,Moisturizer,7,2
CUS0000743,Trần Cường,Male,29,2023-11-05,Sunscreen,17,2
CUS0000744,Lý Khoa,Male,38,2022-07-25,Serum,20,7
CUS0000745,Vũ Nhung,Female,27,2024-08-23,Cleanser,15,5
CUS0000746,Lê Thảo,Female,32,2024-12-25,Serum,16,7
CUS0000747,Dương Chi,Female,26,2025-01-29,Cleanser,11,7
CUS0000748,Vũ Diệu,Female,29,2023-09-22,Moisturizer,1,2
CUS0000749,Đặng Thu,Female,33,2024-05-14,Serum,22,1
CUS0000750,Lê Nga,Female,40,2025-08-20,Sunscreen,3,2
CUS0000751,Ngô An,Female,33,2025-01-04,Serum,20,7
CUS0000752,Vũ Diệu,Female,31,2024-09-28,Serum,12,5
CUS0000753,Trần Mai,Female,31,2025-05-27,Moisturizer,16,7
CUS0000754,Phạm Nhung,Female,32,2023-10-14,Sunscreen,10,3
CUS0000755,Phan Đức,Male,35,2023-06-27,Toner,3,6
CUS0000756,Phan Mai,Female,36,2025-09-19,Sunscreen,12,7
CUS0000757,Đặng Mai,Female,33,2025-10-11,Cleanser,20,7
